"text","ref_ix","hate"
"He never earned a degree and has no iq for a job like that.. and he has no desire for it.",98,0
"There were never any qualifications given to him in the school degree position that he is currently holding.",98,0
"how pissed are you if you are japanese chinese korean ya know real asians and now the goat fuckers are called asian too to avoid calling them arabs",-1,2
"Asian goats have been called asian to avoid being called arabs.",119,0
"Asian goats have been called asian to avoid calling them arabs.",119,0
"Japanese and Korean know real asians, so why are they calling them asian?",119,0
"this nigger calling me juicy lips over the phone wtf",-1,2
"He called me juicy lips over the phone.",123,0
"a nigger bich will never have strait hair so keep wearing dat horsehair weave",-1,2
"A black person will never have strait hair.",125,0
"A black person will never have strait hair so keep wearing horsehair weaves.",125,0
"A black person will never have strait hair so keep wearing horsehair weave.",125,0
"If you wear horsehair weave, you will never have strait hair.",125,0
"I tell the bich to keep wearing the horsehair weave.",125,0
"A black person will never have strait hair so keep wearing horsehair weaves..",125,0
"A black person will never have strait hair so keep wearing horsehair weave..",125,0
"The horsehair weave will never work for a bich with strait hair, so keep wearing it",125,0
"The horsehair weave will never work for a bich with strait hair, so keep it",125,0
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach",-1,2
"Are you being armed and are you shooting in the head when these zombies approach?",135,0
"When these zombies approach, are you being armed and are you shooting in the head?",135,0
"When these zombies approach, are you being armed and are you shooting in the head when they approach?",135,0
"An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when these zombies approach?",135,0
"An animal kidnapped and tortured a white special needs teen and then killed him while shouting ""white people trump."" Are you shooting in the head when zombies approach?",135,0
"What if these zombies approach you and you're not shooting in the head but you're being armed?",135,0
"These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",135,0
"These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",135,0
"What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",135,0
"What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",135,0
"These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",135,0
"What if these zombies approach you and you're not shooting in the head but you're yelling at them?",135,0
"Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",135,0
"Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",135,0
"Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",135,0
"Does it make sense for people with guns to be shouting ""white people trump"" at zombies when they approach?",135,0
"Does it make sense for people with guns to be yelling ""white people trump"" at zombies when they approach?",135,0
"These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance.",135,0
"Melody you need potassium eat a banana you fucking nigger",-1,2
"You need to eat a banana.",154,0
"You need a banana.",154,0
"You should eat a banana.",154,0
"You need to eat a banana, that's all.",154,0
"Eating a banana is what you need to.",154,0
"You need to eat a banana, that's what you need.",154,0
"The person says that they need to eat a banana.",154,0
"Eating a banana is what you need to be happy.",154,0
"You should eat a banana, Melody.",154,0
"The person said that they need to eat a banana.",154,0
"A banana is what you should eat.",154,0
"A banana is what you must eat.",154,0
"Don't you think you need a banana?",154,0
"Don't you think you need to eat a banana?",154,0
"Do you need a banana?",154,0
"Don't you think you need to eat abanana?",154,0
"""You should eat a banana."" ""You should eat a banana.""",154,0
"The person says that they need to eat a banana. ",154,0
"""You should eat a banana."" ""You should eat a banana",154,0
"Listen to what she says, she needs to eat a banana",154,0
"Listen to what she says, you need to eat a banana",154,0
"""You should eat a banana.""",154,0
"Listen to what she says, you need to eat a banana!",154,0
"Take the bananas and you'll get potassium.",154,0
"Don't you think you need to eat a banana? ",154,0
"A banana is what you should eat. ",154,0
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay",-1,2
"hindus should think about if muslims should be allowed to live here or not.",181,0
"hindus should think about if muslims should be allowed to live here or not",181,0
"hindus should think that muslims should not be allowed to live here.",181,0
"I think it's time for us to think about the filthy muslims who should not be allowed to live in this country.",181,2
"I think it's time for us to think about the filthy muslims who should not be allowed to live in this area.",181,2
"I think it's time for us to think about the filthy muslims who live here.",181,1
"hindus should think about if muslims should be allowed to live here or not, it's high time",181,0
"hindus should think about if muslims should be allowed to live here or not, it is high time",181,0
"hindus should think about if muslims should be allowed to live here or not,",181,0
"hindus should think about if muslims should be allowed to live here or not, it's high time they did.",181,0
"hindus should think about if muslims should be allowed to live here or not, it's high time they do.",181,0
"The muslims should be allowed to live here or not.",181,0
"hindus should think about if muslims should be allowed to live here or not, it's high time they did. ",181,0
"hindus should think about if muslims should be allowed to live here or not, it's high time they do. ",181,0
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling",-1,2
"He and his mudshark are unaware of the merchant.",196,2
"He and his mudshark are unaware of a merchant.",196,2
"He and his mudshark are unaware of the merchant",196,2
"They are unaware of the merchant.",196,0
"They are unaware of the merchant, I guess.",196,0
"These two people are unaware of a merchant.",196,0
"These two people are unaware of a merchant, I guess.",196,0
"They are unaware of the merchant, that's a funny thing.",196,0
"They are unaware of the merchant, that's a funny joke.",196,0
"These two people are unaware of a merchant, I think.",196,0
"He and his mudshark are unaware of the merchant. ",196,2
"My guess is that these two are unaware of the merchant.",196,0
"My guess is that these two are unaware of the merchant",196,0
"He and his mudshark are unaware of the merchant. The troll was funny",196,2
"the pentagon is like a street nigger constantly bumming cigarettes spare change",-1,2
"The pentagon is like a street with cigarettes and spare change.",211,0
"The pentagon is like a street with cigarettes.",211,0
"The pentagon is like a street with cigarettes and spare change on it.",211,0
"The pentagon is like a street with cigarettes and change.",211,0
"The pentagon is like a street with cigarettes and spare change on the corner.",211,0
"It is a street with cigarettes and spare change.",211,0
"The pentagon is like a street with cigarettes and spare change on it",211,0
"cigarettes and spare change are constantly bumming in the pentagon",211,0
"The pentagon is like a street with cigarettes and spare change on it..",211,0
"It is a street that is constantly bumming cigarettes and spare change.",211,0
"It is a street that is constantly bumming cigarettes.",211,0
"cigarettes and spare change are constantly bumming on the street",211,0
"cigarettes and spare change are constantly bumming on the street in the pentagon",211,0
"cigarettes and spare change are constantly bumming on the street of the pentagon",211,0
"The pentagon is like a street with cigarettes and spare change on the corner..",211,0
"In the street, the pentagon is like a street with cigarettes and spare change on it",211,0
"It is a street that is constantly bumming cigarettes and changing spare change.",211,0
"It is a street that is constantly bumming cigarettes and changing spare change",211,0
"It's similar to a street with cigarettes and spare change constantly bumming.",211,0
"Smoking cigarettes and spare change is a daily occurrence in the pentagon.",211,0
"Cigarettes are constantly being bumming on the street in the pentagon.",211,0
"The pentagon is like a street with cigarettes and spare change on the corner. ",211,0
"It's similar to a street with cigarettes and spare change constantly bumming",211,0
"The pentagon is like a street with cigarettes and spare change on the corner..",211,0
"Cigarettes are constantly being bumming on the street in the pentagon",211,0
"Cigarettes are constantly being bumming on the pentagon",211,0
"Smoking cigarettes and spare change is a daily occurrence at the pentagon.",211,0
"the nigger is a true snake charmer",-1,2
"Is it possible that there's a true snake charmer?",239,0
"is a true snake charmer.",239,0
"is a true serpent charmer.",239,0
"is a true snake charmer",239,0
"ben is cool but he is still a nigger",-1,2
"Ben is cool, but he is still a black.",244,0
"Benjamin is cool but he is still a black person.",244,0
"ben is not a bad person.",244,0
"ben is not a racist.",244,1
"but ben isn't all that bad",244,0
"first save your white bitches from sucking so many black cocks and giving birth to mixed babies i am not the one threatening your existence you retarded degenerate",-1,1
"Not giving birth to mixed babies will endanger your existence.",250,0
"Mixed babies should be born only if I am not threatening your existence.",250,0
"Not giving birth to mixed babies is not threatening your existence, because I am not the one threatening your existence.",250,0
"Not giving birth to mixed babies is not threatening your existence, because I am not the one threatening it.",250,0
"Mixed babies should be born only if I am not threatening their existence.",250,0
"nigger males are faggots on the down low another reason why aids figures so prominently in their ethnic grouping only the least desirable of white women settle for muh dick these women have either low self esteem daddy issues and or low iq a deadly combination for white women Hanna",-1,2
"If you look at the ethnic grouping of white women, the least desirable of them all are the ones with low self esteem daddy issues.",256,1
"Just because you can get an asian man for less money than you can get an asian woman, doesn't mean you can get an asian woman for less money than you can get an asian woman",256,0
"Just because you can get an asian man for less money than you can get an asian woman, doesn't mean you can get an asian woman for less money than you can get an asian man",256,0
"Disadvantages of black men include being less desirable in their ethnic grouping, and also being less self-esteemed, which makes them less desirable in the eyes of white women.",256,1
"Just because you can get an asian man for less money than you can get an asian woman, doesn't mean you can get an asian woman for less money than you can get an asian man!",256,1
"ah k white nationalism is perfect and infallible and you are a cuck faggot who takes it up the ass from blacks if you disagree in any way that seems to cover it",-1,2
"It's not hard to see why white nationalism is perfect, and why you would disagree in any way that seems to cover it.",262,0
"bitch you white nigga is a faggot your kids are demon possessed over blk ppl your pussy is worthless you are a whore you and ur household all suck the same dick you are jealous of innocent blk ppl you are a squatter in blk neighborhoods you are jealous of jesus ur disgusting",-1,1
"He said that he was jealous of the people who lived in the neighborhoods that were innocent.",264,0
"He said that he was jealous of the people who lived in the neighborhoods that he was a squatter.",264,0
"He said that he was jealous of the people who lived in the neighborhoods that were innocent. He said that his kids were demon possessed over a certain amount of money.",264,0
"not wanting to leave the house due to equal parts depression and not wanting to acknowledge the existence of all the ignorant sister banging idiotic fucking redneck pieces of garbage that live in this shitheel podunk white trash map stain i live in",-1,1
"Equal parts depression and not wanting to acknowledge the existence of a stupid sister banging on the garbage cans in the house is what I'm trying to avoid.",268,0
"Some people like leaving their houses because of depression but others like living in a house with a white trash map stain.",268,0
"Being in a house with both depression and garbage in it makes me want to stay, but also want to acknowledge how bad it really is and not leave because of it.",268,0
"the attention whore will kill canadians just to gain a seat on the moslem run un",-1,2
"Canadians are killed to gain a seat on the moslem run.",272,2
"Canadians are killed to gain a seat on the moslem race.",272,2
"Canadians are killed to gain a seat on the race.",272,0
"The Canadians were killed to get a seat on the moslem run.",272,2
"The Canadians were killed to gain a seat on the moslem run.",272,2
"The Canadians were killed to get a seat on the moslem run",272,2
"Canadians are killed to gain a seat on the moslem run..",272,2
"Canadians are killed to gain a seat on the moslem race..",272,2
"Canadians were killed in order to gain a seat on the moslem run",272,2
"Canadians were killed in order to get a seat on the moslem run",272,2
"A seat on the moslem run is gained by killing Canadians.",272,2
"A seat on the moslem run was gained by killing Canadians.",272,2
"Canadians were killed in order to get a seat on the moslem run.",272,2
"Canadians were killed in order to gain a seat on the moslem run.",272,2
"It is possible that Canadians are killed to gain a seat on the moslem run.",272,2
"It is possible that Canadians were killed to gain a seat on the moslem run.",272,2
"Canada is a country they kill to get a seat on the moslem run.",272,2
"Canada is a country they kill to gain a seat on the moslem run.",272,2
"Canada is a country they kill to get a seat on the moslem run",272,2
"Canada is a country they kill to gain a seat on the moslem run",272,2
"The Canadians were killed to get a seat on the moslem run..",272,2
"The Canadians were killed to gain a seat on the moslem run..",272,2
"Canadians are killed to gain a seat on the moslem run...",272,2
"Canadians are killed to gain a seat on the moslem run..,",272,2
"The Canadians were killed to get a seat on the moslem run...",272,2
"Canadians were killed in order to get a seat on the moslem run.,",272,2
"bare naked islam brought to you by the bare naked ladies",-1,0
"The bare ladies brought islam to you.",299,0
"bare islam brought to you by the bare ladies",299,0
"bare islam brought to you by the bare ladies.",299,0
"bare islam brought to you by the bare women.",299,0
"Bare ladies bring islam to you.",299,0
"Bare ladies bring you bare islam.",299,0
"bare islam brought to you by the bare ladies..",299,0
"bare islam brought to you by the bare women..",299,0
"It was brought to you by the bare ladies, bare islam",299,0
"Bare ladies bring islam to you..",299,0
"Bare ladies bring islam to you.,",299,0
"bare islam brought to you by the bare ladies...",299,0
"Bare ladies bring islam to you. ",299,0
"bare islam brought to you by the bare ladies..,",299,0
"Bare ladies bring islam to you. smilng",299,0
"Paul oh and there the gay rainbow flag these are not women they are mostly lesbians irrelevant termagants with empty wombs",-1,1
"There is a gay rainbow flag and it is not women.",315,1
"These are not women, they are mostly irrelevant termagants with empty wombs, Paul.",315,0
"I think that the women who have the gay rainbow flag are not women at all.",315,1
"I think that the women who have the gay rainbow flag are not real women.",315,1
"A rainbow flag is a gay flag, not a woman or empty uterus.",315,0
"A rainbow flag is a gay flag, not a woman or empty womb.",315,0
"A rainbow flag is a gay flag, not women.",315,0
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot",-1,1
"You were supposed to be my bestfriend like yanno, I could vent to someone and they would be there when I needed them.",323,0
"You were supposed to be my bestfriend like yanno, I could vent to someone and they would be there when I needed them, but you only have one.",323,0
"When I need someone to call on, you are the only one that I can call on.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them.",323,0
"The person I was supposed to be my best friend was supposed to be you, but you only have one and I can't call on you.",323,0
"The person I was supposed to be my best friend was supposed to be you, but you only have one and I can't call on them.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on.",323,0
"If you had been my bestfriend I would have spent time with you and shared secrets with you, but you are only there for one and that's all.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I want.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for that.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for now.",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them.""",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them but not anymore.""",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would like.""",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would have liked.""",323,0
"Someone that I can call on when I need them, but only if it's a good one, would be my best friend.",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them but not as much.""",323,0
"Someone that I can call on when I need them, but only if it's a good one, would be my bestfriend like you.",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for that..",323,0
"You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for now..",323,0
"""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would have liked""",323,0
"My bestfriend would have been like yanno who would have spent time with me sharing secrets with me but they would not be there for me when i needed them.",323,0
"My bestfriend would have been like yanno who would have spent time with me sharing secrets with me but they would not be there for me when I needed them.",323,0
"Being my bestfriend would have meant spending time with someone like yanno and sharing secret things with someone like me who can call on them.",323,0
"A friend of mine who could share secrets with me and be there when I needed them was supposed to have been my best friend.",323,0
"A friend of mine who could share secrets with me and be there when I needed them was supposed to have been my bestfriend.",323,0
"Being my bestfriend would have meant spending time with someone like yanno and sharing secret things with someone like me who can call on them at any time.",323,0
"So, you are only one of the people that I can call on to help me out if I need it.",323,0
"that sound you hear in the distance is the 2 nd civil war approaching texas state student paper ran a pro white genocide article ontologically speaking white death will mean liberation for all … until then remember this i hate you because you should not exist",-1,1
"If you hear the sound of a civil war approaching, it's because the Texas state student paper ran a pro white genocide article.",353,0
"A pro white genocide article ran in the state student paper and it said that white death will mean liberation for all until then, because you should not exist.",353,0
"A pro white genocide article ran in the state student paper and it said that white death will mean liberation for all until then, because you should not exist",353,0
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy",-1,2
"I wonder who wrote that for the affirmative action push along toy.",357,0
"I wonder who wrote that for affirmative action push along toy.",357,0
"I wonder who wrote that for the affirmative action push along toy?",357,0
"The affirmative action push along toy was written by someone.",357,0
"That was an affirmative action push along toy, I wonder who wrote that?",357,0
"That was an affirmative action push along toy, I wonder who wrote it?",357,0
"Whose idea was it to write that for affirmative action push along toy?",357,0
"I wonder who wrote that for the affirmative action push along toy..",357,0
"The affirmative action push along toy was written by a black person.",357,0
"I wonder who wrote that for the affirmative action push along toy?.",357,0
"The affirmative action push along toy was written by a black man.",357,0
"Whose idea was it to write that for affirmative action push along toys?",357,0
"A person I am not sure who wrote that for affirmative action push along toy?",357,0
"A person I am not sure who wrote that for affirmative action push along toy",357,0
"A person I am not sure who wrote that for affirmative action push along toy.",357,0
"Whose idea was it to write that for affirmative action?",357,0
"For this affirmative action push along toy, I wonder who wrote that!",357,0
"For this affirmative action push along toy, I wonder who wrote that?!",357,0
"It's a wonder who wrote that for affirmative action push along toy.",357,0
"It's not clear who wrote that for affirmative action push along toy.",357,0
"I wonder who wrote that for the affirmative action push along toy..!",357,0
"Whose idea was it to write that for affirmative action push along toy? I don't know",357,0
"That was an affirmative action push along toy, I wonder who wrote that?,",357,0
"Whose idea was it to write that for affirmative action push along toy? I wonder.",357,0
"Whose idea was it to write that for affirmative action push along toy? I wonder",357,0
"Whose idea was it to write that for affirmative action push along toy? I don't know.",357,0
"I wonder who wrote that for the affirmative action push along toy.. and",357,0
"How come someone wrote a Affirmative Action Push Along Toy for a black person?",357,0
"who actually wrote that for the push along toy?",357,0
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected",-1,2
"Only when middle school girls drive dykes to the nuthouse.",387,2
"It's only when middle school girls drive dykes to the nuthouse.",387,2
"Girls drive dykes to the nuthouse when they are middle school age.",387,2
"Girls drive dykes to the nuthouse when they're middle school age.",387,2
"At least when middle school girls drive dykes to nuts.",387,2
"it true Luna is a faggot ",-1,1
"It's true that Luna is a person.",393,0
"ugly commie bull dyke cunt",-1,2
"She did not like it",395,0
"wow go figure once again the placed crowd at new year rockin eve is mainly chinks niggers beaners muslims kikes dykes faggots and chicks with dicks",-1,2
"It was once again found out that a lot of the people at new year are mainly nigches.",397,1
"Once again there is a lot of people in the crowd on new year eve.",397,0
"Once again there is a lot of people in the crowd on new years eve.",397,0
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ",-1,2
"Why don't you respond to my posts, I called you out for being a fed 2011 days before you published it on your website.",401,0
"Why do not you respond to my posts, I called you out for being fed in 2011.",401,0
"You lied about being a fed in the year of 2011), and I called you out for it on your website, but you didn't respond.",401,0
"You lied about being a fed in the year of 2011), and I called you out for it on your website, but you haven't responded.",401,0
"When I posted my posts I called you out for being a fed 2011 days before you published them.",401,0
"Why do not you respond to my posts, I called you out for being fed in the year of 2011), you published it on your website.",401,0
"Why do not you respond to my posts, I called you out for being fed in the year of 2011), and you published it on your website?",401,0
"You lied about being a fed in the year of 2011), and I called you out for it on your website.",401,0
"When I posted my posts I called you out for being a fed 2011 days before you published them. Why don't you respond to me?",401,0
"When I posted my posts I called you out for being a fed 2011 days before you published them. Why don't you respond to my posts?",401,0
"My post was published on your website, but you didn't respond to it. I called you out for being a fed in 2011.",401,0
"My post was published on your website, but you didn't respond to it.",401,0
"My post was published on your website, but you did not respond to it.",401,0
"After posting my posts, you wrote a piece on your website, which was white lying, I called you out for being a fed in 2011.",401,0
"In my posts I called out you for being fed in the year of 2011), but you didn't respond.",401,0
"He said that he was a fed 2011 days before he published it on his website.",401,0
"In my posts I called out you for being fed in the year of 2011), but you didn't respond to my posts.",401,0
"In my posts I called out you for being fed in the year of 2011), but you didn't respond to my calls.",401,0
"Not responding to my posts is like lying about being a fed 2011 days before you published them on your website.",401,0
"Does it make sense to not respond to my posts when you published a lie on your website about being fed in 2011.",401,0
"So, why don't you respond to my posts and what I said about being a fed 2011 days before your website appeared?",401,0
"So, why don't you respond to my posts and what I said about being a fed 2011 days before your website was published?",401,0
"Not responding to my posts is like lying about being a fed 2011 days before you published it on your website.",401,0
"So, why don't you respond to my posts and what I said about being a fed 2011.",401,0
"He said that he was a fed 2011 days before he published it on his website, but he hasn't responded to my posts yet.",401,0
"He said that he was a fed 2011 days before he published it on his website",401,0
"Do not respond to my posts, I called out you for lying about being fed in 2011 before you published it on your website.",401,0
"Does it make sense to not respond to my posts when you published a lie on your website?",401,0
"the kike shill psyop ricky vaughn has deleted his post where he stated white identity does not exist so i will post the screen shot here now ask ricky tkr get gassed faggot",-1,2
"I will post a screen shot of the deleted post where ricky vaughn stated white identity does not exist.",430,0
"I will post a screen shot of the deleted post where ricky vaughn stated that white identity does not exist.",430,0
"I'll post the screen shot here now that ricky vaughn has deleted his post where he stated white identity does not exist.",430,0
"I'll post the screen shot here now that ricky vaughn has deleted his post where he stated white identity doesn't exist.",430,0
"Ricky vaughn deleted his post about white identity, so I will post a screen shot here.",430,0
"The kike shill psyop has deleted his post, so I will post a screen shot here, asking ricky to get gassed.",430,2
"Ricky vaughn deleted his post about white identity, so I will post a screen shot of him now.",430,0
"The kike shill psyop has deleted his post, so I will post the screen shot here, asking ricky to get gassed.",430,2
"Ricky vaughn deleted his post about white identity, so I will post a screen shot of him asking if it's true.",430,0
"Ricky vaughn deleted his post about white identity, so I will post a screen shot of him asking if it's real.",430,0
