CAMPAIGN_ID,3b41d4c96bac_HG
CAMPAIGN_TITLE,"TTV-Evaluating Hate Removal: Rate"
EMPLOYER_ID,9d2f4f44

TASK_ID,SAME_TASK_GROUP_ID,STATUS,USER_ID,IP_ADDRESS,COUNTRY,START_TIME,FINISH_TIME,TIME_TOOK_TO_COMPLETE_TASK,"Original phrase","New phrase","Similarity (1-5)","Hatefulness (1-5)"
36050746,G621827c89de35,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:40:40 EST","Saturday, 26-Feb-22 15:41:42 EST","1 minute(s) and 2 second(s)","these nigger biches look like aunt jemima","The Biches looked similar to aunt jemima.",5,3
36050746,G621827c89de35,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:40:40 EST","Saturday, 26-Feb-22 15:41:42 EST","1 minute(s) and 2 second(s)","these nigger biches look like aunt jemima","The Biches looked similar to Aunt jemima",4,3
36050746,G621827c89de35,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:40:40 EST","Saturday, 26-Feb-22 15:41:42 EST","1 minute(s) and 2 second(s)","these nigger biches look like aunt jemima","jemima-lookalike biche",4,3
36050746,G621827c89de35,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:40:40 EST","Saturday, 26-Feb-22 15:41:42 EST","1 minute(s) and 2 second(s)","these nigger biches look like aunt jemima","jemima-lookalike biche's",4,2
36050746,G621827c89de35,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:40:40 EST","Saturday, 26-Feb-22 15:41:42 EST","1 minute(s) and 2 second(s)","these nigger biches look like aunt jemima","Their appearance resembles that of Aunt jemima",4,3
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","""I have never seen a run so fast unless he had a tv under each arm,"" said a long dead redneck friend of mine when discussing basketball.",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","""I have never seen a run so fast unless he had a tv under each arm,"" said a long dead redneck friend of mine when discussing basketball",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","His friend said that he had never seen a run so fast unless it was with a tv under his arm.",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","His friend said that he had never seen a run so fast unless it was on tv.",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","""I have never seen a run so fast unless he had a tv under each arm,"" said a long dead redneck friend of mine when I mentioned basketball.",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","His friend said that he had never seen a run so fast unless it was with a tv under each arm.",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball..",5,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","An old man of mine said I've never seen a run so fast unless he had a tv under his arm.",3,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","An old man of mine said I've never seen a run like that unless he had a tv under his arm.",3,5
36026019,G621827c89e5d4,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:54:22 EST","Friday, 25-Feb-22 11:55:30 EST","1 minute(s) and 7 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm...",5,5
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said my redneck friend.",3,5
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball.",3,3
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine while discussing basketball.",3,3
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm.",3,4
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run like that unless he had a tv under his arm.",3,5
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm..",1,4
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm..",4,3
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm",2,4
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm..",3,2
36296707,G621827c89e404,OK,8a8f5499,71.212.174.68,"United States","Thursday, 03-Mar-22 17:27:34 EST","Thursday, 03-Mar-22 17:31:40 EST","4 minute(s) and 5 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm..",3,2
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said my redneck friend.",4,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball.",4,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine while discussing basketball.",5,2
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm.",4,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run like that unless he had a tv under his arm.",4,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm..",3,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm..",4,2
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm",5,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm..",4,1
36050780,G621827c89e404,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:45:10 EST","Saturday, 26-Feb-22 15:46:09 EST","0 minute(s) and 59 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm..",5,1
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said my redneck friend.",3,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine when discussing basketball.",5,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","I have never seen a run so fast unless he had a tv under his arm, said a long dead redneck friend of mine while discussing basketball.",5,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm.",5,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run like that unless he had a tv under his arm.",5,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm..",3,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm..",4,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When talking about basketball, my redneck friend told me that he has never seen a run so fast unless he had a tv under his arm",5,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm..",4,5
36025148,G621827c89e404,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 11:05:36 EST","Friday, 25-Feb-22 11:06:59 EST","1 minute(s) and 23 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm..",3,5
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said he had never seen a run so fast unless he had a tv under his arm.",4, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said that he had never seen a run so fast unless he had a tv under his arm.",4, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm.",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm.",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm.",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm.",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said that he had never seen a run so fast unless he had a tv under his arm,",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm..",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm,",3, 
36143695,G621827c89e1e3,NOK,1284050d,96.233.37.59,"United States","Tuesday, 01-Mar-22 19:05:30 EST","Tuesday, 01-Mar-22 19:06:58 EST","1 minute(s) and 27 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm, which he did.",3, 
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said he had never seen a run so fast unless he had a tv under his arm.",4,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said that he had never seen a run so fast unless he had a tv under his arm.",5,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under his arm.",4,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","He said I have never seen a run so fast unless he had a tv under each arm.",3,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run so fast unless he had a tv under his arm.",3,2
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A friend of mine said that he had never seen a run like that unless he had a tv under his arm.",4,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said that he had never seen a run so fast unless he had a tv under his arm,",4,2
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm..",5,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm,",3,1
36050768,G621827c89e1e3,OK,72e38288,82.212.116.50,"United States","Saturday, 26-Feb-22 15:43:37 EST","Saturday, 26-Feb-22 15:44:34 EST","0 minute(s) and 56 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","A long dead redneck friend of mine told me that I had never seen a run like that unless he had a tv under his arm, which he did.",2,1
36023669,G621827c89e1e3,NOK,abfd0471,23.252.184.194,"United States","Friday, 25-Feb-22 10:16:43 EST","Friday, 25-Feb-22 10:17:41 EST","0 minute(s) and 58 second(s)","long dead redneck friend of mine when discussing basketball said i have never seen a nigger run so fast unless he had a tv under each arm","When discussing basketball, a long dead redneck friend of mine said he had never seen a run so fast unless he had a tv under his arm.",5,5
