CAMPAIGN_ID,8ef33c3264d6_HG
CAMPAIGN_TITLE,"TTV-Translated Hate Speech Evaluation: Rate"
EMPLOYER_ID,f39a7deb

"Original phrase","New phrase","Similarity (1-5)","Hatefulness (1-5)"
"the pentagon is like a street nigger constantly bumming cigarettes spare change","The pentagon is like a street with cigarettes and spare change on it.",2,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","The muslims should be allowed to live here or not.",3,3
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",5,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",5,5
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant.",3,3
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of a merchant.",4,3
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant",4,3
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant, I guess.",4,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant.",4,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant, I guess.",4,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","The muslims should be allowed to live here or not.",3,3
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",5,4
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant.",4,4
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of a merchant.",4,4
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant",4,4
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant, I guess.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant, I guess.",3,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","The muslims should be allowed to live here or not.",2,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",5,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",5,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant.",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of a merchant.",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","He and his mudshark are unaware of the merchant",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant.",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","They are unaware of the merchant, I guess.",2,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant.",3,1
"i guess this nigger and his mudshark are unaware of the merchant this is some hilarious trolling","These two people are unaware of a merchant, I guess.",3,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think that muslims should not be allowed to live here.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this country.",4,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this area.",4,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who live here.",4,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it is high time",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not,",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not",4,3
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think that muslims should not be allowed to live here.",4,3
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this country.",5,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this area.",5,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who live here.",5,5
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it is high time",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not,",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",5,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not",4,2
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think that muslims should not be allowed to live here.",5,2
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this country.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who should not be allowed to live in this area.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","I think it's time for us to think about the filthy muslims who live here.",4,4
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time",5,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it is high time",5,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not,",4,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they did.",5,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not, it's high time they do.",5,1
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana."" ""You should eat a banana",1,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, she needs to eat a banana",1,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana",1,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana.""",2,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana!",1,1
"Melody you need potassium eat a banana you fucking nigger","Take the bananas and you'll get potassium.",1,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat a banana?",1,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you should eat.",1,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not.",3,4
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",1,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana."" ""You should eat a banana",1,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, she needs to eat a banana",2,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana",2,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana.""",2,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana!",1,1
"Melody you need potassium eat a banana you fucking nigger","Take the bananas and you'll get potassium.",3,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat a banana?",1,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you should eat.",2,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not.",3,4
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",3,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana."" ""You should eat a banana",2,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, she needs to eat a banana",3,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana",3,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana.""",3,1
"Melody you need potassium eat a banana you fucking nigger","Listen to what she says, you need to eat a banana!",3,1
"Melody you need potassium eat a banana you fucking nigger","Take the bananas and you'll get potassium.",3,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat a banana?",2,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you should eat.",2,1
"it high time we hindus should think that these filthy muslims should be allowed to live here or not kamleshtiwari ypg yourprophetisgay","hindus should think about if muslims should be allowed to live here or not.",5,3
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to be happy.",1,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana, Melody.",2,1
"Melody you need potassium eat a banana you fucking nigger","The person said that they need to eat a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you should eat.",1,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you must eat.",1,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need a banana?",2,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat a banana?",2,1
"Melody you need potassium eat a banana you fucking nigger","Do you need a banana?",1,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat abanana?",1,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana."" ""You should eat a banana.""",1,1
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to be happy.",4,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana, Melody.",4,1
"Melody you need potassium eat a banana you fucking nigger","The person said that they need to eat a banana.",3,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you should eat.",3,1
"Melody you need potassium eat a banana you fucking nigger","A banana is what you must eat.",3,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need a banana?",3,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat a banana?",3,1
"Melody you need potassium eat a banana you fucking nigger","Do you need a banana?",3,1
"Melody you need potassium eat a banana you fucking nigger","Don't you think you need to eat abanana?",3,1
"Melody you need potassium eat a banana you fucking nigger","""You should eat a banana."" ""You should eat a banana.""",2,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for it..",4,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like this..",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","A degree position he never earned is given to him by the school and he doesn't have iq for it.",3,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","It's not a good thing that he never earned a degree or got a job.",2,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have good grades.",2,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","graded to school, he never earned a degree and does not have iq for work.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","It's not a good thing that he never earned his degree or got a job that was good for him.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have an iq for it.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","In order to get a school job degree position he never earned, he has to have an iq for that position.",1,1
"stupid nigger given grades admissioin to school job degree position he never earned and doesnt have iq for fuck off","He never earned a degree and has no iq for a job like that..,",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be shouting ""white people trump"" at zombies when they approach?",2,5
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be yelling ""white people trump"" at zombies when they approach?",2,4
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance.",2,2
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need a banana.",1,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana.",1,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's all.",1,1
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to.",2,2
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's what you need.",3,1
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be shouting ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be yelling ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance.",1,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's all.",2,1
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's what you need.",2,1
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be shouting ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Does it make sense for people with guns to be yelling ""white people trump"" at zombies when they approach?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance.",1,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You need a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You should eat a banana.",4,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's all.",4,1
"Melody you need potassium eat a banana you fucking nigger","Eating a banana is what you need to.",2,1
"Melody you need potassium eat a banana you fucking nigger","You need to eat a banana, that's what you need.",3,1
"Melody you need potassium eat a banana you fucking nigger","The person says that they need to eat a banana.",3,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them?",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",5,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",4,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",5,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from behind?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approach.",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head.",2,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","Someone said that some animals kidnapped a white special needs teen, tortured and killed him while shouting ""white people trump"" and that they were shooting in the head when zombies approached.",2,2
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're being armed?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them from a distance?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","These zombies approach, are you shooting in the head if they approach you with a gun or are you shooting at them?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop?",1,1
"apparently some vile nigger animals kidnapped a white special needs teen and tortured and scalped him while shouting fuck white people fuck trump are you being armed and are you shooting in the head when these zombies approach","What if these zombies approach you and you're not shooting in the head but you're yelling at them to stop, are you being armed?",1,1
