"source_text","target_text"
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","When I need someone to call on, you are the only one that I can call on."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","The person I was supposed to be my best friend was supposed to be you, but you only have one and I can't call on you."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","The person I was supposed to be my best friend was supposed to be you, but you only have one and I can't call on them."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","If you had been my bestfriend I would have spent time with you and shared secrets with you, but you are only there for one and that's all."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I want."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for that."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for now."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them."""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them but not anymore."""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would like."""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would have liked."""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","Someone that I can call on when I need them, but only if it's a good one, would be my best friend."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them but not as much."""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","Someone that I can call on when I need them, but only if it's a good one, would be my bestfriend like you."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for that.."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","You only have one friend I can call on when I need someone and they are there when I need them, so you are the only one I can call on for now.."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","""You are only one of the people I can call on when I need them, and they are there when I need them but not as much as I would have liked"""
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","My bestfriend would have been like yanno who would have spent time with me sharing secrets with me but they would not be there for me when i needed them."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","My bestfriend would have been like yanno who would have spent time with me sharing secrets with me but they would not be there for me when I needed them."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","Being my bestfriend would have meant spending time with someone like yanno and sharing secret things with someone like me who can call on them."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","A friend of mine who could share secrets with me and be there when I needed them was supposed to have been my best friend."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","A friend of mine who could share secrets with me and be there when I needed them was supposed to have been my bestfriend."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","Being my bestfriend would have meant spending time with someone like yanno and sharing secret things with someone like me who can call on them at any time."
"you was supposed to be my bestfriend like yanno someone i could vent to spend time with share secrets with type shit someone i can call on and they be there when i need em but bitch you only hmu for one thang fuck youu fuckin faggot","So, you are only one of the people that I can call on to help me out if I need it."
"that sound you hear in the distance is the 2 nd civil war approaching texas state student paper ran a pro white genocide article ontologically speaking white death will mean liberation for all … until then remember this i hate you because you should not exist","If you hear the sound of a civil war approaching, it's because the Texas state student paper ran a pro white genocide article."
"that sound you hear in the distance is the 2 nd civil war approaching texas state student paper ran a pro white genocide article ontologically speaking white death will mean liberation for all … until then remember this i hate you because you should not exist","A pro white genocide article ran in the state student paper and it said that white death will mean liberation for all until then, because you should not exist."
"that sound you hear in the distance is the 2 nd civil war approaching texas state student paper ran a pro white genocide article ontologically speaking white death will mean liberation for all … until then remember this i hate you because you should not exist","A pro white genocide article ran in the state student paper and it said that white death will mean liberation for all until then, because you should not exist"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for affirmative action push along toy."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","The affirmative action push along toy was written by someone."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","That was an affirmative action push along toy, I wonder who wrote that?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","That was an affirmative action push along toy, I wonder who wrote it?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toy?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy.."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","The affirmative action push along toy was written by a black person."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy?."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","The affirmative action push along toy was written by a black man."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toys?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","A person I am not sure who wrote that for affirmative action push along toy?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","A person I am not sure who wrote that for affirmative action push along toy"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","A person I am not sure who wrote that for affirmative action push along toy."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","For this affirmative action push along toy, I wonder who wrote that!"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","For this affirmative action push along toy, I wonder who wrote that?!"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","It's a wonder who wrote that for affirmative action push along toy."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","It's not clear who wrote that for affirmative action push along toy."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy..!"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toy? I don't know"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","That was an affirmative action push along toy, I wonder who wrote that?,"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toy? I wonder."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toy? I wonder"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","Whose idea was it to write that for affirmative action push along toy? I don't know."
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","I wonder who wrote that for the affirmative action push along toy.. and"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","How come someone wrote a Affirmative Action Push Along Toy for a black person?"
"what a fucking nigger fag pantload i wonder who actually wrote that for this affirmative action push along toy","who actually wrote that for the push along toy?"
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected","Only when middle school girls drive dykes to the nuthouse."
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected","It's only when middle school girls drive dykes to the nuthouse."
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected","Girls drive dykes to the nuthouse when they are middle school age."
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected","Girls drive dykes to the nuthouse when they're middle school age."
"only when middle school girls drive dykes to the nuthouse underage shitskin rapists get their ids protected","At least when middle school girls drive dykes to nuts."
"it true Luna is a faggot ","It's true that Luna is a person."
"ugly commie bull dyke cunt","She did not like it"
"wow go figure once again the placed crowd at new year rockin eve is mainly chinks niggers beaners muslims kikes dykes faggots and chicks with dicks","It was once again found out that a lot of the people at new year are mainly nigches."
"wow go figure once again the placed crowd at new year rockin eve is mainly chinks niggers beaners muslims kikes dykes faggots and chicks with dicks","Once again there is a lot of people in the crowd on new year eve."
"wow go figure once again the placed crowd at new year rockin eve is mainly chinks niggers beaners muslims kikes dykes faggots and chicks with dicks","Once again there is a lot of people in the crowd on new years eve."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Why don't you respond to my posts, I called you out for being a fed 2011 days before you published it on your website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Why do not you respond to my posts, I called you out for being fed in 2011."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","You lied about being a fed in the year of 2011), and I called you out for it on your website, but you didn't respond."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","You lied about being a fed in the year of 2011), and I called you out for it on your website, but you haven't responded."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","When I posted my posts I called you out for being a fed 2011 days before you published them."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Why do not you respond to my posts, I called you out for being fed in the year of 2011), you published it on your website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Why do not you respond to my posts, I called you out for being fed in the year of 2011), and you published it on your website?"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","You lied about being a fed in the year of 2011), and I called you out for it on your website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","When I posted my posts I called you out for being a fed 2011 days before you published them. Why don't you respond to me?"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","When I posted my posts I called you out for being a fed 2011 days before you published them. Why don't you respond to my posts?"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","My post was published on your website, but you didn't respond to it. I called you out for being a fed in 2011."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","My post was published on your website, but you didn't respond to it."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","My post was published on your website, but you did not respond to it."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","After posting my posts, you wrote a piece on your website, which was white lying, I called you out for being a fed in 2011."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","In my posts I called out you for being fed in the year of 2011), but you didn't respond."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","He said that he was a fed 2011 days before he published it on his website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","In my posts I called out you for being fed in the year of 2011), but you didn't respond to my posts."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","In my posts I called out you for being fed in the year of 2011), but you didn't respond to my calls."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Not responding to my posts is like lying about being a fed 2011 days before you published them on your website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Does it make sense to not respond to my posts when you published a lie on your website about being fed in 2011."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","So, why don't you respond to my posts and what I said about being a fed 2011 days before your website appeared?"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","So, why don't you respond to my posts and what I said about being a fed 2011 days before your website was published?"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Not responding to my posts is like lying about being a fed 2011 days before you published it on your website."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","So, why don't you respond to my posts and what I said about being a fed 2011."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","He said that he was a fed 2011 days before he published it on his website, but he hasn't responded to my posts yet."
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","He said that he was a fed 2011 days before he published it on his website"
"why do not you respond to my posts you white nigger lying sack of shit i called you out for being a fed 2011 days before you published it on your website faggot Gemma ","Do not respond to my posts, I called out you for lying about being fed in 2011 before you published it on your website."
