"source_text","target_text"
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place and they're faking it."
"hell yeah proof that the anti q trolls here are fake alt right kike dick suckers","A lot of people think there's an anti q troll in this place."
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?."
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls??"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike for the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Are you aware of my dislike of the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Is that true?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","You know I dislike the white girls? Do you know that?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.."
"bro i swear to god i fucking hate white girls you little ugly ass maggots","How much do you know about how I dislike the white girls)?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?.?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike of the white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Tell me about the fact you know that I dislike the white girls."
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Did I tell you that I dislike white girls?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Do you know that I dislike the white girls?..?"
"bro i swear to god i fucking hate white girls you little ugly ass maggots","It's true, that I dislike the whites."
"bro i swear to god i fucking hate white girls you little ugly ass maggots","Have You been aware of my dislike for the white girls?."
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Good for you to knock off the promotion of a fictional character."
"be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general","Being good, be good for you to knock off promoting a fictional character."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore but I have white privilege and I have a jet black backstage."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I do not sell like macklemore, but I have white privilege and I have a jet black backstage."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I have white privilege and I have a jet black backstage."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","I don't sell like macklemore, but I do have white privilege."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have a jet black backstage."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have jet black backstage."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","White privilege, I do not sell like macklemore, but I have a jet black backstage full of white bits."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Not like macklemore, but I have got white privilege and a jet black backstage full of white bits."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege and don't sell like macklemore."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Yes, I do not sell like macklemore, but I have a white privilege."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","Yes, I do not sell like macklemore, but I have got white privilege."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege and don't sell like macklemore does."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","In the backstage area, I have got white privilege because of my jet black."
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","macklemore sells things that aren't similar to filthy jet black backstage, but that's because he has white Privilege"
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","macklemore sells things that aren't similar to filthy jet black backstage, but that's because he has white privilege"
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","i sell like macklemore, but i have a white privilege, and i have a filthy jet black backstage"
"filthy jet black nigga backstage full of white bitches no i do not sell like macklemore but i have got white privilege","i sell like macklemore, but i have got white privilege, and i have a filthy jet black backstage"
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","After hearing the phrase white privilege a few more times, I will return to my life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans person."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","I'm going to come back in my next life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans person if I hear the phrase white privilege again in the future."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","After hearing the phrase white privilege a few more times, I will return to my life as a black hispanic latino illegal muslim jewish feminist queer gay lesbian and trans woman."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","My next life is going to be black hispanic latino illegal muslim jewish feminist queer gay lesbian and transexual if I hear the phrase white privilege again, I have not been in this life."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","The phrase ""white privilege"" is something I am going to choose to ignore if I hear it again. I have not been in this life before, so I am going to return to it."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","i will come back as a black hispanic latino illegal muslim jewish feminist queer gay lesbian trans person if i hear the phrase white privilege again in my next life."""
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","Every single thing that i have not been in in this life is going to be taken away from me if I hear the phrase white privilege again."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","Every single thing that i have not been in in this life is going to be taken away from me if i hear the phrase white privilege again."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","To come back in my next life as an illegal muslim jewish feminist and black hispanic latino is something I have not been involved in."
"if i hear the phrase white privilege one more time i am going to opt to come back in my next life as a black hispanic latino illegal muslim jewish faggot feminist queer gay lesbian dike transgender piece of shit in other words everything i have not been in this life","To come back in my next life as an illegal muslim jewish feminist and black hispanic latino is something I have not been involved in in this life."
"you are a dumb spic that can not spell spaniard","The person can not spell spaniard."
"you are a dumb spic that can not spell spaniard","The spic can not spell spaniard."
"you are a dumb spic that can not spell spaniard","spaniard can not be spelled by you."
"you are a dumb spic that can not spell spaniard","There is no way that you can spell spaniard."
"you are a dumb spic that can not spell spaniard","There is no way that you can say ""spaniard""."
"you are a dumb spic that can not spell spaniard","There is no way that you can say ""spaniard"""
"you are a dumb spic that can not spell spaniard","Its not possible for you to say ""spaniard"""
"you are a dumb spic that can not spell spaniard","Your brain cannot spell spaniard."
"you are a dumb spic that can not spell spaniard","Its not possible for you to say ""spaniard."""
"you are a dumb spic that can not spell spaniard","Your brain cannot spell spanIard."
"you are a dumb spic that can not spell spaniard","douchey has no idea what he means"
"Vera snerfbucket ima try call me nigger","I try to call Vera."
"Vera snerfbucket ima try call me nigger","I'm trying to call Vera."
"Vera snerfbucket ima try call me nigger","I would like to call Vera snerfbucket."
"Vera snerfbucket ima try call me nigger","Vera snerfbucket tried to call me."
"Vera snerfbucket ima try call me nigger","Call me, Vera snerfbucket."
"Vera snerfbucket ima try call me nigger","Attempted call fromVera snerfbucket"
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket"
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket."
"Vera snerfbucket ima try call me nigger","If Vera snerfbucket calls me"
"Vera snerfbucket ima try call me nigger","Attempted call from Vera snerfbucket to me"
"Vera snerfbucket ima try call me nigger","Have a go at calling me."
"Vera snerfbucket ima try call me nigger","You should try calling me, Vera snerfbucket"
"Vera snerfbucket ima try call me nigger","Vera try calling me"
"Vera snerfbucket ima try call me nigger","Have a go at calling me, Vera?"
"Vera snerfbucket ima try call me nigger","Have a go at calling me, Vera!"
"Vera snerfbucket ima try call me nigger","call me if you can Vera, try"
"the jews the comies the nigz the muzzies","There is a jews and a muzzies."
"the jews the comies the nigz the muzzies","The muzzies were comies."
"the jews the comies the nigz the muzzies","jews and muzzies are related."
"the jews the comies the nigz the muzzies","jews and muzzies are related"
"the jews the comies the nigz the muzzies","jews and muzzies are both related."
"the jews the comies the nigz the muzzies","""The jews"" are related to the muzzies"
"shock as nigger turns out to be a nigger","shock as the person is a black person."
"shock as nigger turns out to be a nigger","Horrified to see a black man turn out to be a white man"
"says the swamp muzzie who fucks goats","The swamp muzzie is a bad person."
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks."
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks"
"says the swamp muzzie who fucks goats","He says the swamp muzzie is a bad person"
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks?"
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks.,"
"says the swamp muzzie who fucks goats","says the swamp muzzie who does goat tricks. "
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","To start caring about their own kind, white people need to stop caring about other people and start caring about themselves."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","It's time for white people to start caring about their own kind instead of being so focused on what other people think about them."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they forget to care about themselves."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind at all."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","To start caring about their own kind, white people need to stop caring about other people and start caring about their own kind."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","It's time for white people to start caring about their own kind instead of being so focused on what other people think about them that they don't care about their own kind."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","The white people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","The white people need to start caring about their own kind, instead of being so focused on what other people think about them."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","The white people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own type."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","The white people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about themselves."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","It's time for white people to start caring about their own kind instead of being so focused on what other people think about them that they don't care about their own kind at all"
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind at all"
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind atall."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","They need to start caring about their own kind, not just about the people that would kill them for fun or for their cell phone."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind at all.."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","People of white colour need to start caring about their own kind rather than getting carried away by the idea of being killed for fun or for their cell phone."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","People of white colour need to start caring about their own kind rather than getting carried away by the idea of being killed for fun or for their phone."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","They need to start caring about their own kind, not just about the people that would kill them for fun or for their cell phones."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","White people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind at all.."
"white people need to start caring about their own kind instead of bending over backwards for every jigaboo savage that would gladly kill them for fun or for their cell phone","The white people need to start caring about their own kind, instead of being so focused on what other people think about them that they don't care about their own kind. "
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","There is a choice between a globalist muslim puppet or communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","It's a choice between a globalist muslim puppet or a communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","It's a choice between a globalist muslim puppet or communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","It's a choice between a globalist muslim puppet or a communist parasites, what?"
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","One can choose between a globalist muslim puppet or communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","One can choose between a globalist puppet of the muslims or a communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","One can choose between a globalist puppet of the muslims or the communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","I don't know which way the people will choose between the globalist puppet or the communist parasites."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","You have to decide if you want a globalist Muslim puppet or communist one."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","How about if you choose either a communist or a globalist puppet?"
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","I don't know which way the people will choose between the globalist puppet or the communist parasites"
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","One can choose between a globalist puppet of the muslims or a communist parasites.."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","One can choose between a globalist puppet of the muslims or the communist parasites.."
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","How about if you choose between a communist or a globalist puppet?"
"what a choice the cucknadians must choose between a retarded asshole globalist crypto muslim puppet or a communist parasite either way cucknada is fucked","We must decide whether or not to support a globalist psyllic muslim puppet or a communist parasites."
"you all faggot ads niggas keep trying to sabotage my work b bitch ass poppies and jehovah witnesses do not control what i make fuck your mother fuck abc news too and the bitch ads tech assholes","You all want to sabotage my work, but you don't control what I make your mother do."
"meek and mild c mon don call him what he is a faggot","No, meek and mild, don't call him that."
"meek and mild c mon don call him what he is a faggot","""Mild and meek"" are the words that should be used to describe him"
"meek and mild c mon don call him what he is a faggot","Call him what he is: meek and mild."
"meek and mild c mon don call him what he is a faggot","Call him what he is: meek and mild"
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","The news from Europe makes me wish that a goat would try it down here in Louisiana and live long enough to have daughters."
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","The news from Europe makes me wish that a goat would try it down here in Louisiana and live long enough to have children."
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away for that to happen here in Louisiana."
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away."
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away."
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet away"
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","One thing i wish a goat would do is get within 190 feet of my daughters when they are young, because they are too far away for that to happen here in louisiana"
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","There are news stories in europe about people trying to get near my daughters and I wish that was possible here in Louisiana, where my daughters are 190 feet from you over checkout time"
"i look at the mudslime news from europe and think i wish some goat fucker would try that shit down here in louisiana just get within 190 feet of my daughters and thats your life over checkout time mohammed","My daughters are within 190 feet of my goats so i wish they would try it down in Louisiana."
"also that he a faggot and serial mudshark","He is also a serial mudshark."
"also that he a faggot and serial mudshark","That he is also a serial mudshark."
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark."
"also that he a faggot and serial mudshark","Is it possible that he's a serial mudshark?"
"also that he a faggot and serial mudshark","They also said that he was a serial mudshark"
"also that he a faggot and serial mudshark","Including a serial mudshark."
"also that he a faggot and serial mudshark","Including a serial Mudshark."
"also that he a faggot and serial mudshark","His serial mudshark is also related to him."
"sure nigger loving whore sure","Definitely loving it"
"sure nigger loving whore sure","Definitely loving it."
"sure nigger loving whore sure","She would love to"
"sure nigger loving whore sure","Nanny Loving Nanny"
"um lazy stupid nigger savages","Terrible whites."
"um lazy stupid nigger savages","snobbery"
"um lazy stupid nigger savages","snobbishness"
"um lazy stupid nigger savages","a little bit Racist"
"um lazy stupid nigger savages","unlikable racial slur"
"um lazy stupid nigger savages","Not very nice of them"
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war."
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is a war."
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that's war."
"trump scumbag former spic advisor just pushed for daca amnesty daca amnesty is war","The former spic advisor is pushing for a daca amnesty that is war"
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","She blames white men for not saving her when she was attacked, but she doesn't blame the shitskin because he needs help."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","There is an attack on an anti white feminist by a shitskin and she blames white men for not saving her and then she says he just needs help."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he was just sorry."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not saving her"
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","she said that he just needs help and pity instead of blaming white men for not saving her after she was attacked by a violent shitskin and blamed them for not helping her."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","It was shocking that the anti white feminist blamed the white men for not saving her, but she said that the shitskin needed help and that he just needed pity."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","white men are blamed for not saving an anti-white feminist who is viciously attacked by a man and immediately blames them."
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist didn't blame white men for not saving her"
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her"
"anti white feminist is attacked by a violent shitskin and promptly blames white men for not saving her she does not blame the shitskin instead says he just needs help and pity oh did i mention she jewish how shocking","They say you can't blame someone else if they are attacking you so I'm pretty sure anti white feminist doesn't blame white men for not saving her?"
